Book_page,Year,Site,Nest_ID,Species,Observer,Date_found,how_found,Clutch_max,floatAge,ageMethod
,2014,barr,14barrreph206,reph,wenglish,2014-06-18,bander,4,,lay
,2014,barr,14barrreph063,reph,asterling,2014-06-16,searcher,4,2,float
,2014,barr,14barrreph393,reph,jmarin,2014-07-02,rope,4,13,float
815,2010,cari,10carireph815,reph,hcraig,2010-06-18,incidental,4,4,float
623,2012,cari,12cari623reph,reph,akneidel,2012-06-19,incidental,4,4,float
739,2012,cari,12cari739reph,reph,idavies,2012-06-20,incidental,4,-1,float
525,2012,cari,12cari525reph,reph,lkoloski,2012-06-25,incidental,4,5,float
127,2012,cari,12cari127reph,reph,sfreeman,2012-06-24,incidental,2,-2,float
758,2012,cari,12cari758reph,reph,idavies,2012-06-26,incidental,4,8,float
530,2012,cari,12cari530reph,reph,lkoloski,2012-06-28,incidental,4,6,float
118,2014,cari,14cari118reph,reph,sfreeman,2014-06-13,incidental,4,3,float
114,2014,cari,14cari114reph,reph,sfreeman,2014-06-12,incidental,4,3,float
404,2014,cari,14cari404reph,reph,bhiggins,2014-06-12,incidental,4,-1,float
643,2014,cari,14cari643reph,reph,idavies,2014-06-13,incidental,4,-1,float
609,2014,cari,14cari609reph,reph,idavies,2014-06-09,incidental,4,-3,float
237,2014,cari,14cari237dunl,dunl,cmontgomerie,2014-06-21,incidental,4,0,float
223,2014,cari,14cari223reph,reph,cmontgomerie,2014-06-17,incidental,3,-1,float
236,2014,cari,14cari236reph,reph,cmontgomerie,2014-06-21,incidental,4,-3,float
695,2014,cari,14cari695reph,reph,idavies,2014-06-21,incidental,4,4,float
724,2014,cari,14cari724reph,reph,idavies,2014-06-24,incidental,3,7,float
742,2014,cari,14cari742reph,reph,idavies,2014-06-26,incidental,4,9,float
720,2014,cari,14cari720reph,reph,idavies,2014-06-24,incidental,4,4,float
161,2014,cari,14cari161reph,reph,sfreeman,2014-06-25,incidental,3,5,float
729,2014,cari,14cari729reph,reph,idavies,2014-06-25,incidental,1,10,float
771,2014,cari,14cari771reph,reph,idavies,2014-06-29,incidental,4,12,float
756,2014,cari,14cari756reph,reph,idavies,2014-06-28,incidental,3,10,float
796,2014,cari,14cari796reph,reph,idavies,2014-07-02,incidental,3,13,float
515,2014,cari,14cari515reph,reph,mcorrell,2014-07-02,incidental,4,13,float
463,2014,cari,14cari463reph,reph,bhiggins,2014-06-26,incidental,4,0,float
766,2014,cari,14cari766reph,reph,idavies,2014-06-29,incidental,4,11,float
1.41,2012,made,12madekb-18,sepl,kbeckmann,2012-06-17,searcher,4,15,float
1.02,2012,made,12madefs-02,stsa,fsmith,2012-06-09,searcher,4,,hatch
,2010,made,10madestsa003,stsa,lpirie,2010-06-13,searcher,4,11,float
1.6,2013,made,13madeab06sepl,sepl,abuckley,2013-06-14,searcher,4,,lay
,2011,made,11madelp-10-2011,sepl,lpirie,2011-06-10,searcher,4,12,float
,2011,made,11madelp-22-2011,sepl,lpirie,2011-06-13,searcher,4,12,float
1.01,2012,made,12madefs-03,stsa,fsmith,2012-06-09,searcher,4,,float
,2011,made,11madekn-07-2011,stsa,knuyaviak,2011-06-21,searcher,4,11,float
,2011,made,11madekn-14-2011,stsa,knuyaviak,2011-06-27,searcher,4,,
,2011,made,11mademm-27-2011,stsa,mmichaud,2011-06-28,searcher,4,11,float
1.41,2013,made,13madefs25pesa,pesa,fsmith,2013-06-22,searcher,4,7,float
2.03,2013,made,13madegm06pesa,pesa,gmccune,2013-06-17,searcher,4,10,float
2.07,2013,made,13madegm13sepl,sepl,gmccune,2013-06-24,searcher,4,12,float
1.75,2013,made,13madeab37pesa,pesa,abuckley,2013-06-27,bander,4,3,float
1.48,2013,made,13madefs36pesa,pesa,fsmith,2013-06-28,searcher,4,7,float
1.77,2013,made,13madeab39pesa,pesa,abuckley,2013-06-29,searcher,4,3,float
1.78,2013,made,13madeab40pesa,pesa,abuckley,2013-06-29,searcher,4,13,float
1.2,2013,made,13madekb26pesa,pesa,kbeckmann,2013-06-30,searcher,4,15,float
,2011,made,11madelp-16-2011,sesa,lpirie,2011-06-10,searcher,4,,
,2010,made,10madesesa001,sesa,ctrevor,2010-06-12,searcher,4,,
,2010,made,10madernph002,rnph,knuyaviak,2010-06-17,searcher,4,6,float
,2010,made,10madernph003,rnph,ejones,2010-06-17,searcher,3,6,float
,2010,made,10madesesa003,sesa,lpirie,2010-06-17,searcher,4,17,float
,2010,made,10madesesa002,sesa,lpirie,2010-06-17,searcher,4,12,float
,2010,made,10madesesa005,sesa,ejones,2010-06-17,searcher,3,6,float
,2010,made,10madernph004,rnph,lpirie,2010-06-17,searcher,4,0,float
,2011,made,11madelp-09-2011,sesa,lpirie,2011-06-09,searcher,4,10,float
,2010,made,10madesesa006,sesa,ejones,2010-06-17,searcher,4,11,float
,2010,made,10madesesa004,sesa,lpirie,2010-06-17,searcher,4,13,float
,2010,made,10madesesa008,sesa,jrausch,2010-06-29,searcher,3,,hatch
,2010,made,10madesesa009,sesa,jrausch,2010-06-29,searcher,4,,
,2010,made,10madernph008,rnph,jrausch,2010-06-29,searcher,4,,
3.05,2014,made,14madeca16rnph,rnph,canderson,2014-06-19,searcher,4,6,float
,2010,made,10madernph005,rnph,jrausch,2010-06-29,searcher,5,,
,2010,made,10madernph006,rnph,sskinner,2010-06-29,searcher,4,,
,2011,made,11mademm-11-2011,sesa,mmichaud,2011-06-13,searcher,4,,
,2011,made,11madelp-14-2011,sesa,lpirie,2011-06-10,searcher,4,,
,2011,made,11madeva-01-2011,sesa,vamarualik,2011-06-12,searcher,4,8,float
1.05,2012,made,12madefs-12,sesa,fsmith,2012-06-15,searcher,4,,
,2011,made,11madelp-32-2011,sesa,lpirie,2011-06-17,searcher,4,,hatch
1.08,2013,made,13madekb13sesa,sesa,kbeckmann,2013-06-22,searcher,4,15,float
,2011,made,11mademm-20-2011,sesa,mmichaud,2011-06-19,searcher,4,10,float
,2011,made,11mademm-14-2011,sesa,mmichaud,2011-06-13,searcher,4,,hatch
,2011,made,11madeva-02-2011,sesa,vamarualik,2011-06-13,searcher,4,8,float
,2011,made,11madelp-38-2011,rnph,lpirie,2011-06-20,searcher,4,8,float
,2011,made,11madelp-37-2011,rnph,lpirie,2011-06-20,searcher,4,7,float
,2011,made,11madelp-40-2011,rnph,lpirie,2011-06-23,searcher,4,,
,2011,made,11madekn-08-2011,rnph,knuyaviak,2011-06-21,searcher,2,10,float
1.65,2013,made,13madeab19rnph,rnph,abuckley,2013-06-19,searcher,4,,
,2011,made,11madekn-12-2011,rnph,knuyaviak,2011-06-24,searcher,2,12,float
,2011,made,11madelp-23-2011,sesa,lpirie,2011-06-13,searcher,3,,
,2014,barr,14barrdunl106,dunl,ssheedy,2014-06-13,searcher,4,0,float
,2014,barr,14barrreph119,reph,asterling,2014-06-18,searcher,4,3,float
,2014,barr,14barrreph021,reph,asterling,2014-06-17,searcher,3,4,float
,2014,barr,14barrdunl180,dunl,jcunningham,2014-06-24,bander,4,11,float
,2014,barr,14barrreph041,reph,asterling,2014-06-24,searcher,4,4,float
,2014,barr,14barrreph361,reph,jmarin,2014-06-30,rope,4,11,float
,2014,barr,14barrreph026,reph,ssheedy,2014-06-19,searcher,3,5,float
,2014,barr,14barrreph325,reph,jmarin,2014-06-26,searcher,4,4,float
,2014,barr,14barrreph166,reph,asterling,2014-07-05,rope,4,10,float
,2014,barr,14barrreph168,reph,asterling,2014-07-05,rope,3,4,float
,2014,barr,14barrreph349,reph,asterling,2014-07-02,rope,4,8,float
,2014,barr,14barrreph352,reph,asterling,2014-07-02,rope,4,8,float
,2014,barr,14barrreph161,reph,asterling,2014-07-05,rope,3,12,float
,2014,barr,14barrreph376,reph,asterling,2014-07-03,rope,3,7,float
,2014,barr,14barrreph359,reph,mallen,2014-06-29,bander,4,13,float
,2014,barr,14barrreph071,reph,ssheedy,2014-06-18,searcher,4,9,float
,2014,barr,14barrreph395,reph,jmarin,2014-07-02,rope,4,13,float
,2014,barr,14barrreph397,reph,jmarin,2014-07-03,rope,4,13,float
,2014,barr,14barrreph390,reph,asterling,2014-07-01,searcher,4,7,float
,2014,barr,14barrreph396,reph,jmarin,2014-07-02,rope,4,,lay
,2014,barr,14barrreph204,reph,wenglish,2014-06-18,bander,4,,lay
,2014,barr,14barrdunl199,dunl,wenglish,2014-06-16,bander,4,7,float
,2014,barr,14barrreph316,reph,ssheedy,2014-06-29,rope,3,9,float
,2014,barr,14barrreph317,reph,ssheedy,2014-06-29,rope,4,8,float
,2014,barr,14barrreph238,reph,wenglish,2014-06-29,bander,4,4,float
,2014,barr,14barrreph200,reph,wenglish,2014-06-17,bander,4,2,float
,2014,barr,14barrreph202,reph,wenglish,2014-06-17,bander,4,5,float
,2014,barr,14barrreph328,reph,jmarin,2014-06-26,searcher,4,,lay
,2014,barr,14barrreph115,reph,ssheedy,2014-06-17,searcher,4,,lay
,2014,barr,14barrreph324,reph,jmarin,2014-06-26,searcher,4,5,float
,2014,barr,14barrreph124,reph,jmarin,2014-06-19,searcher,4,4,float
,2014,barr,14barrreph156,reph,asterling,2014-06-22,searcher,4,4,float
,2014,barr,14barrreph109,reph,asterling,2014-06-15,searcher,4,2,float
,2014,barr,14barrreph152,reph,kgrond,2014-06-15,bander,4,4,float
,2014,barr,14barrreph282,reph,ssheedy,2014-06-25,searcher,3,8,float
,2014,barr,14barrreph278,reph,ssheedy,2014-06-25,searcher,4,8,float
,2014,barr,14barrreph210,reph,wenglish,2014-06-21,bander,4,8,float
,2014,barr,14barrreph236,reph,wenglish,2014-06-21,bander,4,8,float
,2014,barr,14barrreph078,reph,asterling,2014-06-19,searcher,4,3,float
,2014,barr,14barrreph055,reph,asterling,2014-06-12,searcher,4,,lay
,2014,barr,14barrreph263,reph,jmarin,2014-06-29,rope,3,2,float
,2014,barr,14barrreph262,reph,jmarin,2014-06-29,rope,4,13,float
,2014,barr,14barrreph185,reph,jcunningham,2014-07-01,bander,4,4,float
,2014,barr,14barrreph050,reph,ssheedy,2014-06-26,searcher,4,,lay
,2014,barr,14barrreph338,reph,jmarin,2014-07-01,searcher,3,2,float
,2014,barr,14barrreph457,reph,ssheedy,2014-07-07,rope,4,12,float
1.41,2011,barr,11barrreph448,reph,abankert,2011-06-26,searcher,3,,lay
7.17,2012,barr,12barrreph507,reph,pherzog,2012-06-07,searcher,4,,lay
7.03,2012,barr,12barrreph501,reph,pherzog,2012-06-04,searcher,4,,lay
13.51,2012,barr,12barrreph559,reph,pherzog,2012-06-18,searcher,4,9,float
8.17,2012,barr,12barrreph518,reph,pherzog,2012-06-11,searcher,4,5,float
7.15,2012,barr,12barrreph506,reph,pherzog,2012-06-07,searcher,3,,lay
13.01,2012,barr,12barrreph623,reph,mmcconnell,2012-06-13,searcher,4,2,float
7.33,2012,barr,12barrbasa516,basa,pherzog,2012-06-11,searcher,4,3,float
7.57,2012,barr,12barrreph619,reph,mmcconnell,2012-06-13,searcher,4,4,float
8.51,2012,barr,12barrpesa537,pesa,pherzog,2012-06-14,searcher,4,7,float
7.51,2012,barr,12barrreph616,reph,mmcconnell,2012-06-13,searcher,4,5,float
8.49,2012,barr,12barrreph536,reph,pherzog,2012-06-14,searcher,4,5,float
7.25,2012,barr,12barrreph608,reph,mmcconnell,2012-06-10,searcher,4,,lay
7.09,2012,barr,12barrreph200,reph,bhill,2012-06-06,searcher,3,,lay
2.07,2011,barr,11barrreph486,reph,abankert,2011-07-03,rope,4,11,float
6.17,2011,barr,11barrreph902,reph,abankert,2011-07-14,bander,8,11,float
2.03,2011,barr,11barrreph484,reph,abankert,2011-07-02,rope,4,6,float
1.37,2011,barr,11barrreph547,reph,pherzog,2011-06-23,searcher,4,,lay
20.05,2011,barr,11barrdunl601,dunl,adoll,2011-06-10,searcher,4,0,float
20.07,2011,barr,11barrdunl602,dunl,adoll,2011-06-10,searcher,4,3,float
19.09,2011,barr,11barrdunl210,dunl,bhill,2011-06-14,searcher,4,6,float
20.19,2011,barr,11barrdunl605,dunl,adoll,2011-06-15,bander,4,4,float
20.29,2011,barr,11barrdunl610,dunl,adoll,2011-06-17,bander,4,2,float
16.05,2011,barr,11barrreph500,reph,pherzog,2011-06-08,searcher,4,4,float
16.37,2011,barr,11barrreph309,reph,jzamudio,2011-06-17,searcher,4,2,float
20.03,2011,barr,11barrdunl600,dunl,adoll,2011-06-08,searcher,4,2,float
18.15,2011,barr,11barrreph459,reph,abankert,2011-06-27,rope,4,2,float
17.41,2011,barr,11barrreph444,reph,abankert,2011-06-24,searcher,4,,lay
1.37,2012,barr,12barrreph452,reph,bverheijen,2012-06-20,searcher,4,5,float
,2013,barr,13barrreph013,reph,lrensel,2013-06-12,searcher,4,4,float
5.59,2012,barr,12barrreph651,reph,mmcconnell,2012-06-19,searcher,4,6,float
,2013,barr,13barrdunl139,dunl,bkaselow,2013-06-14,searcher,4,3,float
,2014,barr,14barrdunl368,dunl,ssheedy,2014-06-30,rope,4,,lay
,2013,barr,13barrdunl022,dunl,pherzog,2013-06-14,searcher,4,4,float
3.25,2012,barr,12barrreph550,reph,pherzog,2012-06-17,searcher,3,5,float
3.17,2012,barr,12barrreph419,reph,bverheijen,2012-06-14,searcher,4,4,float
5.41,2012,barr,12barrreph548,reph,pherzog,2012-06-17,searcher,4,5,float
5.33,2012,barr,12barrreph421,reph,bverheijen,2012-06-14,searcher,4,4,float
5.25,2012,barr,12barrreph531,reph,pherzog,2012-06-13,searcher,4,4,float
,2013,barr,13barrdunl132,dunl,pherzog,2013-06-12,searcher,3,3,float
8.55,2012,barr,12barrreph430,reph,bverheijen,2012-06-15,searcher,4,5,float
10.19,2012,barr,12barrdunl211,dunl,bhill,2012-06-13,bander,4,,
10.13,2012,barr,12barrdunl208,dunl,bhill,2012-06-12,bander,4,,
8.09,2012,barr,12barrreph401,reph,bverheijen,2012-06-08,searcher,4,4,float
24.41,2012,barr,12barrreph481,reph,bverheijen,2012-06-26,searcher,4,12,float
24.27,2012,barr,12barrreph672,reph,mmcconnell,2012-06-24,searcher,4,6,float
13.35,2012,barr,12barrreph638,reph,mmcconnell,2012-06-17,searcher,4,5,float
24.01,2012,barr,12barrreph656,reph,mmcconnell,2012-06-20,searcher,4,10,float
,2013,barr,13barrdunl004,dunl,pherzog,2013-06-07,searcher,4,3,float
1.47,2012,barr,12barrreph472,reph,bverheijen,2012-06-24,searcher,4,5,float
1.17,2012,barr,12barrreph438,reph,bverheijen,2012-06-17,searcher,4,4,float
,2013,barr,13barrreph256,reph,pherzog,2013-06-21,searcher,4,7,float
1.39,2012,barr,12barrreph453,reph,bverheijen,2012-06-20,searcher,4,4,float
1.45,2012,barr,12barrreph471,reph,bverheijen,2012-06-24,searcher,3,12,float
14.33,2012,barr,12barrreph678,reph,mmcconnell,2012-06-25,searcher,4,5,float
2.47,2012,barr,12barrreph646,reph,mmcconnell,2012-06-18,searcher,4,5,float
14.25,2012,barr,12barrreph591,reph,pherzog,2012-06-22,searcher,4,14,float
2.51,2012,barr,12barrreph648,reph,mmcconnell,2012-06-18,searcher,4,2,float
1.21,2011,barr,11barrreph528,reph,pherzog,2011-06-20,searcher,4,4,float
1.27,2011,barr,11barrreph423,reph,abankert,2011-06-22,searcher,4,2,float
4.59,2011,barr,11barrreph328,reph,abankert,2011-06-28,rope,4,,hatch
1.43,2011,barr,11barrreph449,reph,abankert,2011-06-26,searcher,4,12,float
1.13,2011,barr,11barrreph128,reph,jcunningham,2011-06-17,searcher,4,,lay
4.55,2011,barr,11barrreph469,reph,abankert,2011-06-28,rope,4,12,float
1.67,2011,barr,11barrreph568,reph,pherzog,2011-06-29,searcher,4,15,float
1.69,2011,barr,11barrreph622,reph,adoll,2011-06-30,bander,4,14,float
1.63,2011,barr,11barrreph566,reph,pherzog,2011-06-29,searcher,4,14,float
5.15,2011,barr,11barrdunl624,dunl,adoll,2011-07-01,bander,4,15,float
5.07,2011,barr,11barrreph479,reph,abankert,2011-07-01,rope,4,12,float
2.09,2011,barr,11barrreph487,reph,abankert,2011-07-03,rope,4,11,float
8.23,2012,barr,12barrreph521,reph,pherzog,2012-06-11,searcher,4,4,float
8.13,2012,barr,12barrreph605,reph,mmcconnell,2012-06-10,searcher,3,4,float
,2013,barr,13barrreph283,reph,amould,2013-06-26,rope,4,,hatch
8.39,2012,barr,12barrreph626,reph,mmcconnell,2012-06-13,searcher,4,4,float
8.35,2012,barr,12barrreph624,reph,mmcconnell,2012-06-13,searcher,4,4,float
9.07,2012,barr,12barrreph435,reph,bverheijen,2012-06-15,searcher,4,6,float
9.35,2012,barr,12barrreph445,reph,bverheijen,2012-06-19,searcher,4,13,float
9.09,2012,barr,12barrreph633,reph,mmcconnell,2012-06-17,searcher,4,5,float
9.19,2012,barr,12barrreph561,reph,pherzog,2012-06-18,searcher,4,5,float
9.21,2012,barr,12barrreph563,reph,pherzog,2012-06-18,searcher,4,5,float
,2014,barr,14barrreph069,reph,asterling,2014-06-16,searcher,3,8,float
15.01,2012,barr,12barrreph581,reph,pherzog,2012-06-21,searcher,4,12,float
,2013,barr,13barrreph176,reph,kgrond,2013-06-16,searcher,4,,lay
9.31,2012,barr,12barrreph443,reph,bverheijen,2012-06-19,searcher,4,6,float
9.23,2012,barr,12barrreph564,reph,pherzog,2012-06-18,searcher,4,7,float
9.47,2012,barr,12barrreph661,reph,mmcconnell,2012-06-20,searcher,4,13,float
9.29,2012,barr,12barrreph567,reph,pherzog,2012-06-18,searcher,3,6,float
,2014,barr,14barrreph077,reph,asterling,2014-06-19,searcher,4,2,float
15.21,2012,barr,12barrreph106,reph,jcunningham,2012-06-25,bander,4,15,float
,2013,barr,13barrreph353,reph,lrensel,2013-06-25,searcher,4,14,float
9.69,2011,barr,11barrreph433,reph,abankert,2011-06-23,searcher,4,10,float
3.61,2012,barr,12barrreph668,reph,mmcconnell,2012-06-22,searcher,3,9,float
8.09,2011,barr,11barrreph174,reph,jcunningham,2011-06-26,searcher,4,13,float
8.13,2011,barr,11barrreph176,reph,jcunningham,2011-06-26,searcher,4,13,float
,2013,barr,13barrdunl125,dunl,pherzog,2013-06-12,searcher,4,3,float
11.11,2011,barr,11barrreph155,reph,jcunningham,2011-06-22,searcher,4,12,float
10.17,2011,barr,11barrreph212,reph,bhill,2011-06-15,bander,4,,lay
10.59,2011,barr,11barrdunl228,dunl,bhill,2011-06-22,bander,4,0,float
10.53,2011,barr,11barrreph532,reph,pherzog,2011-06-21,searcher,4,4,float
10.13,2011,barr,11barrreph120,reph,jcunningham,2011-06-15,searcher,3,8,float
19.07,2011,barr,11barrdunl206,dunl,bhill,2011-06-09,searcher,4,0,float
19.05,2011,barr,11barrdunl205,dunl,bhill,2011-06-09,searcher,4,0,float
5.17,2012,barr,12barrdunl614,dunl,mmcconnell,2012-06-12,searcher,4,1,float
,2013,barr,13barrreph243,reph,lrensel,2013-06-20,searcher,4,10,float
10.37,2011,barr,11barrreph136,reph,jcunningham,2011-06-19,searcher,4,,lay
15.03,2012,barr,12barrreph466,reph,bverheijen,2012-06-22,searcher,4,11,float
15.23,2012,barr,12barrreph702,reph,ssaalfeld,2012-06-25,bander,4,5,float
9.33,2012,barr,12barrreph444,reph,bverheijen,2012-06-19,searcher,4,8,float
9.59,2012,barr,12barrreph579,reph,pherzog,2012-06-21,searcher,4,5,float
15.41,2012,barr,12barrreph685,reph,mmcconnell,2012-06-27,rope,4,14,float
15.09,2012,barr,12barrreph701,reph,ssaalfeld,2012-06-22,bander,4,10,float
9.03,2012,barr,12barrreph433,reph,bverheijen,2012-06-15,searcher,3,6,float
8.37,2012,barr,12barrreph625,reph,mmcconnell,2012-06-13,searcher,4,3,float
15.31,2012,barr,12barrreph107,reph,jcunningham,2012-06-26,bander,4,9,float
9.15,2012,barr,12barrreph636,reph,mmcconnell,2012-06-17,searcher,4,9,float
15.57,2012,barr,12barrreph691,reph,mmcconnell,2012-06-27,rope,4,11,float
15.39,2012,barr,12barrreph485,reph,bverheijen,2012-06-26,searcher,4,14,float
9.39,2012,barr,12barrreph657,reph,mmcconnell,2012-06-20,searcher,4,7,float
9.37,2012,barr,12barrreph446,reph,bverheijen,2012-06-19,searcher,4,5,float
15.37,2012,barr,12barrreph484,reph,bverheijen,2012-06-26,searcher,4,8,float
15.49,2012,barr,12barrreph703,reph,ssaalfeld,2012-06-27,bander,4,11,float
15.67,2012,barr,12barrreph696,reph,mmcconnell,2012-06-27,rope,4,14,float
15.59,2012,barr,12barrreph692,reph,mmcconnell,2012-06-27,rope,4,12,float
15.17,2012,barr,12barrreph677,reph,mmcconnell,2012-06-24,searcher,4,4,float
15.53,2012,barr,12barrreph689,reph,mmcconnell,2012-06-27,rope,4,4,float
5.43,2012,barr,12barrreph554,reph,pherzog,2012-06-17,searcher,4,4,float
4.01,2012,barr,12barrreph681,reph,mmcconnell,2012-06-26,searcher,4,11,float
3.45,2012,barr,12barrreph572,reph,pherzog,2012-06-20,searcher,4,4,float
4.09,2012,barr,12barrreph494,reph,bverheijen,2012-07-01,rope,4,15,float
5.47,2012,barr,12barrreph219,reph,bhill,2012-06-17,bander,4,,lay
6.29,2012,barr,12barrreph488,reph,bverheijen,2012-06-28,rope,4,14,float
3.23,2012,barr,12barrreph549,reph,pherzog,2012-06-17,searcher,4,4,float
3.35,2012,barr,12barrreph652,reph,mmcconnell,2012-06-19,searcher,4,5,float
,2014,barr,14barrdunl331,dunl,jmarin,2014-06-26,searcher,4,2,float
3.43,2012,barr,12barrreph655,reph,mmcconnell,2012-06-19,searcher,4,6,float
3.63,2012,barr,12barrreph592,reph,pherzog,2012-06-24,searcher,4,13,float
3.41,2012,barr,12barrreph654,reph,mmcconnell,2012-06-19,searcher,4,8,float
,2014,barr,14barrdunl145,dunl,asterling,2014-06-25,searcher,4,2,float
5.51,2012,barr,12barrreph221,reph,bhill,2012-06-18,bander,4,6,float
3.71,2012,barr,12barrreph476,reph,bverheijen,2012-06-25,searcher,4,12,float
,2013,barr,13barrreph149,reph,pherzog,2013-06-16,searcher,4,12,float
,2013,barr,13barrdunl110,dunl,kgrond,2013-06-07,searcher,4,2,float
,2013,barr,13barrdunl118,dunl,kgrond,2013-06-13,bander,4,3,float
,2013,barr,13barrreph156,reph,pherzog,2013-06-16,searcher,4,4,float
,2013,barr,13barrreph122,reph,pherzog,2013-06-09,searcher,4,,lay
13.39,2012,barr,12barrreph640,reph,mmcconnell,2012-06-17,searcher,4,,lay
,2014,barr,14barrdunl362,dunl,ssheedy,2014-06-30,rope,4,,hatch
24.03,2012,barr,12barrbasa582,basa,pherzog,2012-06-21,searcher,4,,lay
,2013,barr,13barrdunl007,dunl,bkaselow,2013-06-10,searcher,4,3,float
,2014,barr,14barrdunl074,dunl,jmarin,2014-06-17,searcher,4,6,float
,2013,barr,13barrdunl171,dunl,kgrond,2013-06-14,bander,4,5,float
,2013,barr,13barrdunl111,dunl,kgrond,2013-06-10,bander,4,3,float
15.15,2012,barr,12barrreph676,reph,mmcconnell,2012-06-24,searcher,4,6,float
3.73,2012,barr,12barrreph477,reph,bverheijen,2012-06-25,searcher,4,9,float
3.75,2012,barr,12barrreph478,reph,bverheijen,2012-06-25,searcher,4,8,float
4.35,2012,barr,12barrreph806,reph,bverheijen,2012-07-02,rope,4,12,float
4.31,2012,barr,12barrreph804,reph,bverheijen,2012-07-02,rope,4,15,float
6.11,2012,barr,12barrreph474,reph,bverheijen,2012-06-25,searcher,4,5,float
6.21,2012,barr,12barrreph003,reph,rlanctot,2012-06-27,bander,4,3,float
6.23,2012,barr,12barrpesa004,pesa,rlanctot,2012-06-28,bander,4,2,float
,2013,barr,13barrreph014,reph,lrensel,2013-06-12,searcher,2,5,float
3.65,2012,barr,12barrreph593,reph,pherzog,2012-06-24,searcher,4,11,float
6.33,2012,barr,12barrreph490,reph,mmcconnell,2012-06-29,rope,4,13,float
6.31,2012,barr,12barrreph489,reph,bverheijen,2012-06-29,rope,4,12,float
,2014,barr,14barrdunl405,dunl,rlanctot,2014-07-03,bander,4,,hatch
,2013,barr,13barrdunl039,dunl,kgrond,2013-06-04,bander,4,,lay
,2013,barr,13barrreph231,reph,pherzog,2013-06-20,searcher,4,12,float
,2013,barr,13barrreph067,reph,pherzog,2013-06-17,searcher,4,10,float
,2013,barr,13barrdunl099,dunl,jcunningham,2013-06-09,bander,4,2,float
,2013,barr,13barrreph066,reph,pherzog,2013-06-17,searcher,4,6,float
,2013,barr,13barrreph078,reph,lrensel,2013-06-18,searcher,3,11,float
,2013,barr,13barrdunl179,dunl,kgrond,2013-06-17,bander,4,3,float
,2013,barr,13barrreph287,reph,bkaselow,2013-06-23,searcher,4,12,float
14.89,2012,barr,12barrreph292,reph,pherzog,2012-07-04,searcher,4,,hatch
16.05,2012,barr,12barrreph286,reph,dsaalfeld,2012-07-01,rope,4,10,float
16.07,2012,barr,12barrreph287,reph,dsaalfeld,2012-07-01,rope,3,10,float
1.59,2012,barr,12barrreph257,reph,pherzog,2012-06-26,searcher,4,4,float
1.61,2012,barr,12barrreph232,reph,bhill,2012-06-29,bander,4,,lay
1.51,2012,barr,12barrreph253,reph,pherzog,2012-06-26,searcher,4,4,float
,2013,barr,13barrreph234,reph,pherzog,2013-06-20,searcher,4,11,float
,2014,barr,14barrdunl091,dunl,rlanctot,2014-06-21,other,4,10,float
,2013,barr,13barrreph312,reph,jcunningham,2013-06-25,bander,4,13,float
,2013,barr,13barrdunl100,dunl,jcunningham,2013-06-09,bander,4,,lay
,2013,barr,13barrreph068,reph,pherzog,2013-06-17,searcher,4,4,float
,2013,barr,13barrreph236,reph,lrensel,2013-06-21,searcher,3,5,float
,2013,barr,13barrreph292,reph,pherzog,2013-06-24,searcher,4,12,float
,2013,barr,13barrreph293,reph,pherzog,2013-06-24,searcher,4,8,float
,2013,barr,13barrreph294,reph,pherzog,2013-06-24,searcher,4,6,float
,2013,barr,13barrreph235,reph,lrensel,2013-06-21,searcher,4,4,float
,2013,barr,13barrreph438,reph,pherzog,2013-07-02,rope,4,,hatch
,2013,barr,13barrreph427,reph,amould,2013-07-01,rope,4,14,float
,2013,barr,13barrreph105,reph,jcunningham,2013-06-16,searcher,4,,lay
,2013,barr,13barrreph425,reph,amould,2013-07-01,rope,4,12,float
,2014,barr,14barrreph417,reph,asterling,2014-07-02,rope,3,5,float
,2014,barr,14barrreph351,reph,asterling,2014-07-02,rope,3,7,float
,2014,barr,14barrreph306,reph,asterling,2014-07-03,rope,3,6,float
,2014,barr,14barrreph311,reph,asterling,2014-07-03,rope,3,6,float
,2014,barr,14barrreph374,reph,asterling,2014-07-03,rope,4,8,float
,2010,chur,10churph08c,rnph,frousseu,2010-06-28,searcher,4,,
,2010,chur,10churph09c,rnph,frousseu,2010-06-28,searcher,4,,
,2010,chur,10churph06c,rnph,frousseu,2010-06-27,searcher,1,,
,2010,chur,10churph04c,rnph,frousseu,2010-06-25,searcher,4,,
,2010,chur,10churph10c,rnph,frousseu,2010-06-28,searcher,3,,
1.23,2012,made,12madeas-32,rnph,asmith,2012-07-02,searcher,4,,
1.07,2013,made,13madekb12sesa,sesa,kbeckmann,2013-06-22,searcher,4,6,float
1.63,2013,made,13madeab15sesa,sesa,abuckley,2013-06-15,searcher,4,,lay
1.34,2013,made,13madefs17sesa,sesa,fsmith,2013-06-22,searcher,4,,
1.09,2013,made,13madekb14sesa,sesa,kbeckmann,2013-06-22,searcher,4,15,float
1.35,2013,made,13madefs18sesa,sesa,fsmith,2013-06-22,searcher,4,11,float
1.37,2013,made,13madefs20sesa,sesa,fsmith,2013-06-22,searcher,4,,
1.36,2013,made,13madefs19lesa,lesa,fsmith,2013-06-22,searcher,4,12,float
1.68,2013,made,13madeab26rnph,rnph,abuckley,2013-06-22,searcher,4,,hatch
